0,1,2,3
KFC,Tandoori Masala Dip,₹23.81,Special tandoori flavor dip to add a twist to your meal
KFC,Pack of 4 Dips,₹85.71,Adding dips is always a good idea!
KFC,Pack of 2 Dip,₹47.62,Adding dips is always a good idea!
KFC,Large Fries,₹113.33,Jazz up your meal with crispy large fries!
KFC,Medium Fries,₹94.29,Jazz up your meal with Crispy Fries!
KFC,Pepsi PET,₹57.14,Pepsi PET
KFC,Pepsi Can 330 ml,₹57.14,Pepsi Can 330 ml
KFC,7UP Can 330 ml,₹57.14,7UP Can 330 ml
KFC,Pepsi Black Can 330 ml,₹57.14,Pepsi Black Can 330 ml
KFC,Mirinda Can 330 ml,₹57.14,Mirinda Can 330 ml
KFC,Red Bull Energy Drink,₹152.40,Red Bull Energy Drink
Biryani Kitchen,Boneless Chicken Biryani,₹280,Bite size tender chicken pieces cooked in special spices along with spicy and ... read more
Biryani Kitchen,Hyderabadi Chicken Dum Biryani,₹261,"The all-time favorite amongst biryani lovers. Experience the rich, authentic and  smooth ... read more"
Biryani Kitchen,Paneer Biryani,₹261,Bite size tender paneer pieces cooked in special spices along with spicy and ... read more
Biryani Kitchen,Hyderabadi Mutton Dum Biryani,₹295,"Tender & juicy mutton pieces slow cooked in rich flavours, spices and aromatic ... read more"
Biryani Kitchen,Prawns Biryani,₹304,A delicious affair of prawns cooked in special spices from the house of ... read more
Biryani Kitchen,Egg Biryani,₹209,An authentic taste of biryani from the house of Biryani Kitchen for the ... read more
Biryani Kitchen,Andhra Chicken Fry,₹210,
Biryani Kitchen,Paneer Biryani,₹261,Bite size tender paneer pieces cooked in special spices along with spicy and ... read more
Biryani Kitchen,Egg Biryani,₹209,An authentic taste of biryani from the house of Biryani Kitchen for the ... read more
Biryani Kitchen,Hyderabadi Chicken Dum Biryani,₹261,"The all-time favorite amongst biryani lovers. Experience the rich, authentic and  smooth ... read more"
Biryani Kitchen,Boneless Chicken Biryani,₹280,Bite size tender chicken pieces cooked in special spices along with spicy and ... read more
Biryani Kitchen,Hyderabadi Mutton Dum Biryani,₹295,"Tender & juicy mutton pieces slow cooked in rich flavours, spices and aromatic ... read more"
Biryani Kitchen,Prawns Biryani,₹304,A delicious affair of prawns cooked in special spices from the house of ... read more
Biryani Kitchen,Gobi Manchurian,₹180,
Biryani Kitchen,Paneer Chilly,₹200,
Biryani Kitchen,Mushroom 65,₹200,
Biryani Kitchen,Baby Corn Manchurian,₹200,
Biryani Kitchen,Egg Chilly,₹160,
Biryani Kitchen,Andhra Chicken Fry,₹210,
Biryani Kitchen,Chilly Chicken,₹220,
Biryani Kitchen,Prawn Chilly,₹290,
Biryani Kitchen,Boiled Egg,₹13,1 Pc
Biryani Kitchen,Coke 750ml,₹50,750 Ml
Biryani Kitchen,Thums Up 750ml,₹50,750 Ml
Biryani Kitchen,Sprite 750 ml,₹50,750 Ml
India Bistro,Railway Mutton Curry,₹535.50,Tender lamb cooked in sealed vessel with yoghurt and spices. An eastern Indian ... read more
India Bistro,Laal Maas Mathaniya,₹580.50,Spicy mutton gravy flavoured with garlic and cloves. A Rajasthani Speciality.
India Bistro,Delhi Da Butter Chicken,₹445.50,Classical butter chicken.
India Bistro,Lazeez Murgh Tikka Masala,₹445.50,"Juicy chunks of chicken in medium spiced gravy made with onion, cashew and ... read more"
India Bistro,Multani Tandoori Murgh,₹445.50,Tandoori chicken tossed in cream and butter & Char grilled.
India Bistro,Andhra 1965,₹328.50,Cauliflower tossed with a spice made out of 65 varieties chilli & pepper. ... read more
India Bistro,Murgh Chandi Tikka,₹445.50,Chicken tikka marinated with yoghurt & white masala paste and char grilled.
India Bistro,Threesome Paneer Tikka,₹400.50,"Cottage cheese flavoured & Marinated with fermented chilli, coriander pesto and fenugreek cream ... read more"
India Bistro,Dhingra ka Dhingri,₹400.50,Mushroom cooked along spring onion in onion based gravy.
India Bistro,Paneer Tikka Lababdar,₹400.50,Paneer tikka cooked with a delicately spiced gravy made of onions and cashews.
India Bistro,Velvet Chicken,₹445.50,Tantalizing grilled chicken tikka pieces simmered in a mildly spiced tomato gravy.
India Bistro,India Bistro Naan,₹76.50,"Fennel, pistachios, melon seeds, black sesame and coriander."
India Bistro,Tarkari Biryani Kebab Combo,₹216.00,Firangi paneer + Tarkari Biryani + Gulab Jamun [2 Pieces]
India Bistro,Paneer Tikka Biryani Kebab Combo,₹225.00,Chana Jor Poppers + Paneer tikka biryani + Raita + Gulab Jamun [2 ... read more
India Bistro,Chicken Biryani (Boneless) Kebab Combo,₹243.00,Firangi chicken + Chicken Biryani + Raita + Gulab Jamun [2 Pieces]
India Bistro,Bhutta Methi Palak Meal + Beverage (250 ml),₹265.50,Butta methi palak + Dal Tadka + Tandoori Roti (1 pc) + Jeera ... read more
India Bistro,Paneer Makhani Meal + Beverage (250 ml),₹292.50,Paneer Makhani + Dal Tadka + Tandoori Roti (1 pc) + Jeera Rice ... read more
India Bistro,Kadhai Paneer Meal + Beverage (250 ml),₹292.50,Kadhai Paneer + Dal Tadka + Tandoori Roti (1 pc) + Jeera Rice ... read more
India Bistro,Anda Curry Meal + Beverage (250 ml),₹265.50,Anda Curry + Dal Tadka + Tandoori Roti (1 pc) + Jeera Rice ... read more
India Bistro,Murgh Makhani Meal (Boneless) + Beverage (250 ml),₹292.50,Murgh Makhani + Dal Tadka + Tandoori Roti (1 pc) + Jeera Rice ... read more
India Bistro,Kadhai Murgh Meal (Boneless) + Beverage (250 ml),₹337.50,Kadhai Murgh + Dal Tadka + Tandoori Roti (1 pc) + Jeera Rice ... read more
India Bistro,Tamatar Tulsi Shorba,₹202.50,Tomato soup flavoured with basil.
India Bistro,Murgh Dhaniya Shorba,₹211.50,Chicken soup flavoured with coriander.
India Bistro,Threesome Paneer Tikka,₹400.50,"Cottage cheese flavoured & Marinated with fermented chilli, coriander pesto and fenugreek cream ... read more"
India Bistro,Methi Bhutte Ki Seekh,₹382.50,
India Bistro,Grilled Cheesy Broccoli,₹382.50,Broccoli florets marinated with cream and cheese & Char grilled.
India Bistro,Chukandar ki Kebab,₹355.50,Beetroot kebab
India Bistro,Veg Gilafi Seekh Kebab,₹364.50,"Crispy spinach fritter served in spiced potato mashed along Imli Chutney, Green Chutney ... read more"
India Bistro,Achari Aloo,₹328.50,Crispy potato patty topped with green chutney and imli chutney
India Bistro,Andhra 1965,₹328.50,Cauliflower tossed with a spice made out of 65 varieties chilli & pepper. ... read more
India Bistro,Tandoori Mushroom Kumbh,₹355.50,Stuffed mushroom marinated with yoghurt & char grilled
India Bistro,Teh Te Paneer Tikka,₹400.50,Spicy cottage cheese stuffed with spiced cheese & char grilled.
India Bistro,Butter Garlic Prawns,₹625.50,Fresh jumbo prawns marinated in garlic infused yoghurt & char grilled
India Bistro,Pepper Grilled Prawns,₹625.50,Fresh jumbo prawns marinated in pepper & char grilled
India Bistro,Mutton Seekh,₹490.50,Lamb mince flavoured with spices & char grilled
India Bistro,Firangi Chicken,₹445.50,Chicken tikka marinated with peri peri masala & char grilled.
India Bistro,Murgh Chandi Tikka,₹445.50,Chicken tikka marinated with yoghurt & white masala paste and char grilled.
India Bistro,Peshawari Tangdi,₹445.50,Stuffed chicken Drumsticks cooked in clay oven.
India Bistro,Fenugreek Chicken Tikka,₹445.50,Fenugreek flavoured char grilled chicken tikka.
India Bistro,Multani Tandoori Murgh,₹445.50,Tandoori chicken tossed in cream and butter & Char grilled.
India Bistro,Paneer Tikka Lababdar,₹400.50,Paneer tikka cooked with a delicately spiced gravy made of onions and cashews.
India Bistro,Phaldari Kofta,₹400.50,"Cottage cheese dumplings stuffed with nuts and fruits, simmered in tomato and cashew ... read more"
India Bistro,Diwani Sabji Handi,₹400.50,"Assorted veggies cooked in a caramelised shallot and tomato gravy, enhanced with saffron ... read more"
India Bistro,Balochistani Paneer,₹400.50,A typical North frontier kadhai preparation. An India Bistro speciality.
India Bistro,Lasooni Paneer Masala,₹400.50,Cottage cheese cooked in garlic flavoured yellow gravy topped with burnt garlic
India Bistro,Dhingra ka Dhingri,₹400.50,Mushroom cooked along spring onion in onion based gravy.
India Bistro,Singhara Makhana Palak,₹355.50,"[Veg preparation] Lotus seeds, water chest nut cooked in spinach gravy."
India Bistro,Dal Makhani IB Style,₹274.50,Creamy black lentil slow cooked and finished with clarified butter.
India Bistro,Dal Tadka,₹247.50,Yellow lentils freshly tempered with assorted herbs and caramelized garlic.
India Bistro,Dumdaar Tariwala Chicken,₹445.50,Grilled morsels of chicken tossed in spicy red gravy.
India Bistro,Pakhtunkhwa Chicken,₹445.50,A typical North frontier kadhai preparation a chef speciality.
India Bistro,Delhi Da Butter Chicken,₹445.50,Classical butter chicken.
India Bistro,Velvet Chicken,₹445.50,Tantalizing grilled chicken tikka pieces simmered in a mildly spiced tomato gravy.
India Bistro,Lazeez Murgh Tikka Masala,₹445.50,"Juicy chunks of chicken in medium spiced gravy made with onion, cashew and ... read more"
India Bistro,Railway Mutton Curry,₹535.50,Tender lamb cooked in sealed vessel with yoghurt and spices. An eastern Indian ... read more
India Bistro,Matka Mutton,₹535.50,"Lamb cubes simmered in a gravy of yoghurt, ginger, garlic, onions, cashews and ... read more"
India Bistro,Laal Maas Mathaniya,₹580.50,Spicy mutton gravy flavoured with garlic and cloves. A Rajasthani Speciality.
India Bistro,Jalandhari Jhinga Masala,₹562.50,A typical Punjabi style kadhai preparation a chef speciality.
India Bistro,Amritsari Fish Takatak,₹535.50,"Grilled fish tikka cooked in a flavourful blend of onion, tomato and cashew."
India Bistro,Dum Nariyali Prawns,₹562.50,Prawns cooked in coconut milk flavoured with ginger and curry leaves.
India Bistro,Chur Chur Paratha,₹85.50,
India Bistro,India Bistro Naan,₹76.50,"Fennel, pistachios, melon seeds, black sesame and coriander."
India Bistro,Roti,₹45.00,
India Bistro,Naan,₹67.50,
India Bistro,Laccha Paratha,₹72.00,
India Bistro,Kulcha,₹76.50,
India Bistro,Bombay Stylee Paneer Tikka Biryani,₹400.50,
India Bistro,Tarkari Biryanii,₹355.50,
India Bistro,Matar Pulao,₹355.50,Aromatic saffron rice with green peas.
India Bistro,Birbal ki Khichdi,₹328.50,Dal khichdi served with accompaniments.
India Bistro,Sada Chawal,₹193.50,
India Bistro,Awadhi Murgh Biryani,₹472.50,"A classic delicacy of the Mughlai & Nizami cuisine, aromatic rice and spice ... read more"
India Bistro,Gosht Biryani,₹517.50,Mildly spiced pieces of lamb and aromatic basmati rice cooked in biryani masala ... read more
India Bistro,Kundan Kaliya Chicken Biryani,₹472.50,"Boneless chicken marinated with yoghurt, spices and fried onions, layered with aromatic basmati ... read more"
India Bistro,Dal Khichdi,₹202.50,Served with papad and pickle
India Bistro,Lehsooni Khichdi,₹202.50,Served with papad and pickle
India Bistro,Masala Veg Khichdi,₹202.50,Served with papad and pickle
India Bistro,Palak Khichdi,₹202.50,Served with papad and pickle
India Bistro,Chicken Tikka Khichdi,₹247.50,Served with papad and pickle
India Bistro,Green Salad Crudites,₹157.50,
India Bistro,Pineapple Raita,₹148.50,
India Bistro,Mixed Vegetable Raita,₹148.50,
India Bistro,Roasted Garlic Raita,₹148.50,
Leon Grill,Hot & Spicy Chicken Bucket,₹600,10/6Pcs Hot & Spicy Chicken + 750 ml Drink
Leon Grill,Peri Peri Chicken Bucket,₹670,8pcs Peri Peri Chicken + 750ml Drink
Leon Grill,Family Bundle,₹799,4/6 Members:-2/3 Paneer Burger+2/3 Falafel Wrap+2/3 Jalapeno Poppers+2/4 Portion French Fries+1.25 Liter Drink.
Leon Grill,BURGER COMBO - Five,₹390,Jumbo Royale Chicken Burger + 2 pcs H&S Wings + Fries + 250ml ... read more
Leon Grill,Hot & Spicy Wings Bucket,₹475,15pcs Hot & Spicy Wings + 750ml Drink
Leon Grill,4pcs Hot & Spicy Chicken,₹400,
Leon Grill,BURGER COMBO - Three,₹420,Grilled American Cheesy Lamb Burger + 2 Per-Peri Wings + Fries + 250ml ... read more
Leon Grill,Peri Peri Wings Bucket,₹460,15pcs Peri Peri Wings  + 750ml Drink
Leon Grill,BURGER COMBO - Six,₹350,Peri Peri Chicken Burger + 2 pcs H&S Wings + Fries + 250ml ... read more
Leon Grill,Full Peri Peri Chicken,₹490,
Leon Grill,Chicken Fillet Burger,₹195,
Leon Grill,Jumbo Royale Chicken Burger,₹275,Jumbo Royale Chicken  Burger
Leon Grill,BURGER COMBO - Four,₹320,Chicken Fillet Burger + 2 pcs H&S Wings + Fries + 250ml Drink
Leon Grill,Spicy Southwest Chicken Salad,₹200,
Leon Grill,Chilli Cheese Chicken Fillet Burger,₹220,
Leon Grill,Loaded Chicken Popcorn Fries,₹190,
Leon Grill,8pcs Hot & Spicy Wings,₹260,
Leon Grill,BURGER COMBO - One,₹270,Veggie Supreme Burger + Jalapeno Pops + Fries + 250ml Drink
Leon Grill,Two Pcs Hot & Spicy Chicken,₹225,
Leon Grill,8pcs Peri Peri Wings,₹240,
Leon Grill,Chicken Doner Pitta,₹190,
Leon Grill,Grilled Spicy Lamb Burger,₹270,
Leon Grill,Grilled Chicken Pasta,₹230,
Leon Grill,Chicken Doner Rice Bowl,₹250,Doner chicken + Rice + Pitta + Salad
Leon Grill,Chicken Doner Wrap,₹190,
Leon Grill,Chicken Popcorn Rice Bowl,₹250,Chicken Popcorn + Rice + Pitta + Salad
Leon Grill,Louisiana Chicken Burger,₹200,
Leon Grill,Doner Chicken Fries With Chilli Garlic Sauce,₹190,
Leon Grill,Doner Combo six,₹310,Hummus with Chicken & Pits 2Pcs Peri Peri Wings+Fries+250ML Drink
Leon Grill,Peri Peri Wings Rice Bowl,₹270,4*pcs Peri Peri Wings + Rice + Pitta + Hummus + Salad
Leon Grill,Four Pcs Hot & Spicy Wings,₹140,
Leon Grill,Peri Peri Paneer Burger,₹170,
Leon Grill,Veggie Jumbo Burger,₹170,
Leon Grill,Peri Peri Paneer Pasta,₹190,
Leon Grill,BURGER COMBO - Two,₹320,Peri-Peri Paneer Burger + Potato Pops + Fries + 250ml Drink
Leon Grill,Veggie Jumbo Burger,₹170,
Leon Grill,Peri Peri Paneer Burger,₹170,
Leon Grill,Mini Chicken Fillet Burger,₹129,Mini Chicken Fillet Burger
Leon Grill,Grilled Spicy Lamb Burger,₹270,
Leon Grill,Chicken Fillet Burger,₹195,
Leon Grill,Mini Barbeque Chicken Burger,₹129,
Leon Grill,Chilli Cheese Chicken Fillet Burger,₹220,
Leon Grill,Jumbo Royale Chicken Burger,₹275,Jumbo Royale Chicken  Burger
Leon Grill,Louisiana Chicken Burger,₹200,
Leon Grill,Peri-Peri Chicken Burger,₹200,
Leon Grill,Tandoori Chicken Burger,₹200,
Leon Grill,Veggie Supreme Burger,₹130,
Leon Grill,BURGER COMBO - One,₹270,Veggie Supreme Burger + Jalapeno Pops + Fries + 250ml Drink
Leon Grill,BURGER COMBO - Two,₹320,Peri-Peri Paneer Burger + Potato Pops + Fries + 250ml Drink
Leon Grill,BURGER COMBO - Three,₹420,Grilled American Cheesy Lamb Burger + 2 Per-Peri Wings + Fries + 250ml ... read more
Leon Grill,BURGER COMBO - Four,₹320,Chicken Fillet Burger + 2 pcs H&S Wings + Fries + 250ml Drink
Leon Grill,BURGER COMBO - Five,₹390,Jumbo Royale Chicken Burger + 2 pcs H&S Wings + Fries + 250ml ... read more
Leon Grill,BURGER COMBO - Six,₹350,Peri Peri Chicken Burger + 2 pcs H&S Wings + Fries + 250ml ... read more
Leon Grill,Arabitta Pasta,₹129,
Leon Grill,Cajun Chicken Pasta,₹230,
Leon Grill,Peri Peri Paneer Pasta,₹190,
Leon Grill,Grilled Chicken Pasta,₹230,
Leon Grill,Falafel Doner Wrap,₹140,
Leon Grill,Falafel Doner Pitta,₹140,
Leon Grill,Peri-Peri Paneer Wrap,₹180,
Leon Grill,Lamb Doner Wrap,₹250,
Leon Grill,Lamb Doner Pitta,₹250,
Leon Grill,Chicken Doner Wrap,₹190,
Leon Grill,Chicken Doner Pitta,₹190,
Leon Grill,Hummus With Chicken & Pitta,₹170,
Leon Grill,Peri Peri Chicken Wrap,₹190,
Leon Grill,Chilli Cheese Chicken Wrap,₹195,
Leon Grill,Doner Combo One,₹260,Falafel Doner Wrap + Jalapeno pops+Fries+250ML Drink
Leon Grill,Doner Combo six,₹310,Hummus with Chicken & Pits 2Pcs Peri Peri Wings+Fries+250ML Drink
Leon Grill,Doner Combo Two,₹320,Peri-Peri Paneer Wrap+ Potato pops+Fries+250ML Drink
Leon Grill,Doner Combo Five,₹330,Peri Peri Chicken Wrap+ 2Pcs Peri Peri Wings+Fries+250ML Drink
Leon Grill,Doner Combo Four,₹330,Chicken Doner Wrap+ 2Pcs Peri Peri Wings+Fries+250ML Drink
Leon Grill,Doner Combo Three,₹390,Lamb Doner Wrap+ 2Pcs Peri Peri Wings+Fries+250ML Drink
Leon Grill,Hot & Spicy Wings Bucket,₹475,15pcs Hot & Spicy Wings + 750ml Drink
Leon Grill,8pcs Hot & Spicy Wings,₹260,
Leon Grill,Four Pcs Hot & Spicy Wings,₹140,
Leon Grill,4pcs Hot & Spicy Chicken,₹400,
Leon Grill,Two Pcs Hot & Spicy Chicken,₹225,
Leon Grill,One Pcs Hot & Spicy Chicken,₹169,
Leon Grill,Hot & Spicy Chicken Bucket,₹600,10/6Pcs Hot & Spicy Chicken + 750 ml Drink
Leon Grill,Peri Peri Chicken Bucket,₹670,8pcs Peri Peri Chicken + 750ml Drink
Leon Grill,Peri Peri Wings Bucket,₹460,15pcs Peri Peri Wings  + 750ml Drink
Leon Grill,8pcs Peri Peri Wings,₹240,
Leon Grill,Four Pcs Peri Peri Wings,₹140,
Leon Grill,Full Peri Peri Chicken,₹490,
Leon Grill,Half Peri Peri Chicken,₹300,
Leon Grill,Quarter pc Peri Peri Chicken,₹175,
Leon Grill,Falafel Rice Bowl,₹240,Falafel + Rice + Pitta + Salad
Leon Grill,Chicken Popcorn Rice Bowl,₹250,Chicken Popcorn + Rice + Pitta + Salad
Leon Grill,Chicken Doner Rice Bowl,₹250,Doner chicken + Rice + Pitta + Salad
Leon Grill,Peri Peri Wings Rice Bowl,₹270,4*pcs Peri Peri Wings + Rice + Pitta + Hummus + Salad
Leon Grill,Cheesy Peri Peri Chicken Rice Bowl,₹285,
Leon Grill,Paneer Popcorn Rice Bowl,₹260,
Leon Grill,Falafel Veg Salad,₹170,
Leon Grill,Spicy Southwest Chicken Salad,₹200,
Leon Grill,Chicken Doner Salad,₹200,
Leon Grill,Peri Peri Chicken Salad,₹200,
Leon Grill,Tandoori Chicken Salad,₹185,
Leon Grill,Southwest Paneer Salad,₹200,
Leon Grill,Falafel Fries with Garlic Sauce,₹130,
Leon Grill,Fries with Chilli Garlic Sauce,₹125,
Leon Grill,Cheesy House Fries Veg,₹120,
Leon Grill,Loaded Chicken Popcorn Fries,₹190,
Leon Grill,Doner Chicken Fries With Chilli Garlic Sauce,₹190,
Leon Grill,Loaded Paneer Popcorn Fries,₹190,
Leon Grill,Crispy Pizza Strips,₹120,
Leon Grill,Jalapeno Poppers,₹120,
Leon Grill,French Fries,₹75,French Fries
Leon Grill,Peri-Peri Fries,₹90,Peri-Peri Fries
Leon Grill,Chicken Popcorn,₹130,Popcorn Chicken
Leon Grill,8 Pcs Chicken Nuggets,₹120,Chicken Nuggets
Leon Grill,Paneer Popcorn,₹100,
Leon Grill,Leon Family Feast,₹929,4/6 Members:-2/3 Veggie Supreme Burger+2/3 Paneer Wrap+2/3 Paneer Popcorn+2/4 Portion French Fries+1.25 Liter ... read more
Leon Grill,Family Bundle,₹799,4/6 Members:-2/3 Paneer Burger+2/3 Falafel Wrap+2/3 Jalapeno Poppers+2/4 Portion French Fries+1.25 Liter Drink.
Leon Grill,Family & Friends Combo Pack,₹999,4/6 Members :-4/6 Nos Mayo Burger+2/3 Nos Chicken Popcorn+4/6 Portions French Fries+1.25 liter ... read more
Leon Grill,Super Family Combo,₹1136,4/6 Members:-4/6 Grilled Burger+2/3 Chicken Popcorn+4/6 Portions French Fries+1.25 Liter Drink & Dip ... read more
Leon Grill,Smoodies Mighty Mango,₹66.67,
Leon Grill,Smoodies Chilli Guava,₹66.67,
Leon Grill,Smoodies Jhakaas Jamun,₹95.24,
Leon Grill,Smoodies Litchi Lachak,₹95.24,
Leon Grill,Smoodies Super Sugarcane,₹47.62,
Leon Grill,Oreo Cheese Cake Jar,₹159,
Leon Grill,Death by Chocolate Jar,₹149,
Leon Grill,Tomato Ketchup (8gms),₹4,
Leon Grill,Chiili Sauce (50ml),₹20,
Leon Grill,Chilli Garlic Mayo (50ml),₹20,
Leon Grill,Garlic Mayo (50ml),₹20,
Leon Grill,Peri-Peri Myo (50ml),₹20,
Leon Grill,Tomato Chill Sauce (50ml),₹20,
Leon Grill,Hummus (50ml),₹30,
Itminaan - Dum Pukht Biryani,Chicken Tikka Dum-Pukht Biryani [in Matka],₹349,[Serves 1 & comes with Raita] The forever favourite chicken tikka used to ... read more
Itminaan - Dum Pukht Biryani,Butter Chicken Dum-Pukht Biryani [in Matka],₹349,"[Serves 1 & comes with Raita] Heavenly butter chicken, basmati rice & mildly ... read more"
Itminaan - Dum Pukht Biryani,Subz Nawabi Dum-Pukht Biryani [in Matka],₹279,[Serves 1 & comes with Raita] Freshly chopped vegetables & long grain Basmati ... read more
Itminaan - Dum Pukht Biryani,Paneer Handi Dum-Pukht Biryani [in Matka],₹299,[Serves 1 & comes with Raita] Tender Paneer chunks are marinated in a ... read more
Itminaan - Dum Pukht Biryani,Itminaan's Special Veg. Dum-Pukht [in Matka],₹299,[Serves 1 & comes with Raita] Succulent pieces of Paneer tossed with vegetables ... read more
Itminaan - Dum Pukht Biryani,Paneer Tikka Masala Dum-Pukht Biryani [in Matka],₹299,[Serves 1 & comes with Raita] Perfectly grilled paneer in a flavoursome tikka ... read more
Itminaan - Dum Pukht Biryani,Classical Murgh [Boneless] Dum-Pukht Biryani [in Matka],₹349,"[Serves 1 & comes with Raita] Juicy boneless chicken is marinated, slow-cooked in ... read more"
Itminaan - Dum Pukht Biryani,Paneer Makhni Dum-Pukht Biryani [in Matka],₹299,[Serves 1 & comes with Raita] The goodness of Paneer Makhni fused with ... read more
Itminaan - Dum Pukht Biryani,Rasbhari Jamuns,₹79,The classic Indian dessert! This soft and melt-in-mouth sweet is the perfect decadent ... read more
Itminaan - Dum Pukht Biryani,Classical Murgh [Boneless] Dum-Pukht Biryani [in Matka],₹349,"[Serves 1 & comes with Raita] Juicy boneless chicken is marinated, slow-cooked in ... read more"
Itminaan - Dum Pukht Biryani,Chicken Tikka Dum-Pukht Biryani [in Matka],₹349,[Serves 1 & comes with Raita] The forever favourite chicken tikka used to ... read more
Itminaan - Dum Pukht Biryani,Chicken Butter Masala Dum-Pukht Biryani [in Matka],₹349,[Serves 1 & comes with Raita] Marinated chicken pieces in a delectable creamy ... read more
Itminaan - Dum Pukht Biryani,Butter Chicken Dum-Pukht Biryani [in Matka],₹349,"[Serves 1 & comes with Raita] Heavenly butter chicken, basmati rice & mildly ... read more"
Itminaan - Dum Pukht Biryani,Malamaal Murgh Dum-Pukht Biryani [in Matka],₹399,[Serves 1 & comes with Raita] Generously loaded with 50% more chicken. Sealed ... read more
Itminaan - Dum Pukht Biryani,Subz Nawabi Dum-Pukht Biryani [in Matka],₹279,[Serves 1 & comes with Raita] Freshly chopped vegetables & long grain Basmati ... read more
Itminaan - Dum Pukht Biryani,Chole Dum-daar Dum-Pukht Biryani [in Matka],₹279,[Serves 1 & comes with Raita] Traditional taste of Dilli ke Chole complimenting ... read more
Itminaan - Dum Pukht Biryani,Itminaan's Special Veg. Dum-Pukht [in Matka],₹299,[Serves 1 & comes with Raita] Succulent pieces of Paneer tossed with vegetables ... read more
Itminaan - Dum Pukht Biryani,Paneer Handi Dum-Pukht Biryani [in Matka],₹299,[Serves 1 & comes with Raita] Tender Paneer chunks are marinated in a ... read more
Itminaan - Dum Pukht Biryani,Paneer Tikka Masala Dum-Pukht Biryani [in Matka],₹299,[Serves 1 & comes with Raita] Perfectly grilled paneer in a flavoursome tikka ... read more
Itminaan - Dum Pukht Biryani,Paneer Makhni Dum-Pukht Biryani [in Matka],₹299,[Serves 1 & comes with Raita] The goodness of Paneer Makhni fused with ... read more
Itminaan - Dum Pukht Biryani,Peri Special Paneer,₹169,"Cubes of soft & fresh Paneer blended in a zesty Peri Peri sauce, ... read more"
Itminaan - Dum Pukht Biryani,Tandoor Grilled Paneer Tikka,₹169,"Succulent Paneer chunks marinated in yogurt & spices, till the flavours sink in ... read more"
Itminaan - Dum Pukht Biryani,Peri Khaas Wings,₹169,"Wings are marinated in the special Peri Peri masala, and then simply baked ... read more"
Itminaan - Dum Pukht Biryani,Tandoor-style Wings,₹169,Boldy spiced tandoori chicken wings are a crowd-pleaser. Marinated in a special masala ... read more
Itminaan - Dum Pukht Biryani,Rasbhari Jamuns,₹79,The classic Indian dessert! This soft and melt-in-mouth sweet is the perfect decadent ... read more
Itminaan - Dum Pukht Biryani,Rich Moong Halwa,₹79,"A rich sweet made with split grams, pure ghee and generous amounts of ... read more"
Itminaan - Dum Pukht Biryani,Maskedaar Lemonade [330 mL],₹39,A zing of lemon to refreshen you up! Beat the fatigue with this ... read more
Itminaan - Dum Pukht Biryani,Raita,₹29,"A must have with Biryani, flavoured with a dash of spices and mint."
Dragon Chilly,Chicken Chilli,₹239,
Dragon Chilly,Veg Noodles And Manchurian Bowl,₹199,
Dragon Chilly,Chicken Lollipop,₹259,"Chicken wings with tasty marinate of garlic, chilly and soy and deep
fried until ... read more"
Dragon Chilly,Chicken Noodles,₹229,
Dragon Chilly,Paneer Chilli,₹199,"Paneer cubes deep fried and cooked with red chillies, onions,
capsicum and tomato chilly ... read more"
Dragon Chilly,Mixed Veg Fried Rice,₹189,
Dragon Chilly,Chicken Schezwan Fried Rice,₹239,
Dragon Chilly,Egg Fried Rice,₹199,
Dragon Chilly,Dragon Chicken,₹249,
Dragon Chilly,Chicken Manchurian,₹239,Fried chicken chunks cooked in a spicy sauce batter
Dragon Chilly,Chicken Fried Rice And Manchurian Bowl,₹329,
Dragon Chilly,Chicken Schezwan Noodles,₹239,
Dragon Chilly,Garlic Chicken,₹239,
Dragon Chilly,Honey Chilli Potato,₹189,Crispy Potato wedges saute in spicy sauce with honey
Dragon Chilly,Veg Manchurian,₹189,Deep fried Crispy Veggie Balls with a tangy twist.
Dragon Chilly,Chicken Fried Rice,₹229,
Dragon Chilly,Baby Corn Chilli,₹189,Shallow fried Crispy Baby corn saute with onions and bell peppers
Dragon Chilly,Chicken Drumstick,₹259,"Chicken wings with tasty marinate of garlic, chilly and soy and deep fried ... read more"
Dragon Chilly,Chicken Triple Fried Rice,₹289,
Dragon Chilly,Honey Chicken,₹249,
Dragon Chilly,Egg Biryani,₹199,
Dragon Chilly,Chicken Noodles And Manchurian Bowl,₹329,
Dragon Chilly,Chicken Triple Schezwan Noodles,₹269,
Dragon Chilly,Veg Fried Rice And Gobi Manchurian Bowl,₹259,
Dragon Chilly,Veg Schezwan Fried Rice,₹199,
Dragon Chilly,Chicken Butter Masala,₹279,
Dragon Chilly,Chicken Chilli Gravy,₹249,
Dragon Chilly,Egg Noodles,₹199,
Dragon Chilly,Mushroom Fried Rice And Manchurian Bowl,₹269,
Dragon Chilly,Paneer Lababdaar,₹269,
Dragon Chilly,Healthy Dal Khichdi,₹139,
Dragon Chilly,Rice Dal Bowl,₹139,
Dragon Chilly,Healthy Mix Veg Dal Khichdi,₹149,
Dragon Chilly,Healthy Paneer Dal Khichdi,₹169,
Dragon Chilly,Roti Dal,₹169,4 Roti + Mix Dal(500 ml)
Dragon Chilly,Homely Veg Thali,₹210,3 Phulkas+Rice+Dal+Veg Dry+Mix Veg Gravy+Salad+Sweet(Gajar Halwa or Gulab jamun)
